"mmwr_week","week","week_start","week_end","season","pathogen","siteno","sitename","year","target_wkavg_concentration","conc_toplot","wkavg_val","wkavg_val_category","row_id"
"202505","5","01/26/2025","02/01/2025","2024-2025","RSV","9","North Branch PS","2025","78,750","10.89625056246","9.3","High","202505-9-RSV"
"202216","16","04/17/2022","04/23/2022","2021-2022","Influenza A","5","Chicago Lawn/Ashburn","2022",,,"0","Minimal","202216-5-Influenza A"
"202444","44","10/27/2024","11/02/2024","2024-2025","Influenza B","9","North Branch PS","2024","0",,"0","Minimal","202444-9-Influenza B"
"202446","46","11/10/2024","11/16/2024","2024-2025","Influenza B","999","All sites","2024","0",,"0","Minimal","202446-999-Influenza B"
"202305","5","01/29/2023","02/04/2023","2022-2023","Influenza B","4","Austin/Montclare","2023","4,050","9.60745502321","1","Minimal","202305-4-Influenza B"
"202334","34","08/20/2023","08/26/2023","2022-2023","SARS-CoV-2","5","Chicago Lawn/Ashburn","2023","273,562.5","11.43705656396","5.7","High","202334-5-SARS-CoV-2"
"202439","39","09/22/2024","09/28/2024","2023-2024","Influenza A","5","Chicago Lawn/Ashburn","2024","1,950","9.29003461136","1","Minimal","202439-5-Influenza A"
"202317","17","04/23/2023","04/29/2023","2022-2023","Influenza A","6","West Pullman/Roseland","2023","0",,"0","Minimal","202317-6-Influenza A"
"202451","51","12/15/2024","12/21/2024","2024-2025","Influenza A","9","North Branch PS","2024","33,825","10.52923780527","5.3","Low","202451-9-Influenza A"
"202307","7","02/12/2023","02/18/2023","2022-2023","Influenza A","8","Little Village","2023","18,750","10.27300127206","3.1","Low","202307-8-Influenza A"
"202519","19","05/04/2025","05/10/2025","2024-2025","Influenza B","8","Little Village","2025","0",,"0","Minimal","202519-8-Influenza B"
"202209","9","02/27/2022","03/05/2022","2021-2022","Influenza B","999","All sites","2022",,,"0","Minimal","202209-999-Influenza B"
"202306","6","02/05/2023","02/11/2023","2022-2023","RSV","8","Little Village","2023",,,"0","Minimal","202306-8-RSV"
"202350","50","12/10/2023","12/16/2023","2023-2024","RSV","9","North Branch PS","2023","153,300","11.18554215485","15.4","Very High","202350-9-RSV"
"202217","17","04/24/2022","04/30/2022","2021-2022","SARS-CoV-2","4","Austin/Montclare","2022","115,181.25","11.06138178738","2.5","Low","202217-4-SARS-CoV-2"
"202315","15","04/09/2023","04/15/2023","2022-2023","Influenza A","5","Chicago Lawn/Ashburn","2023","0",,"0","Minimal","202315-5-Influenza A"
"202518","18","04/27/2025","05/03/2025","2024-2025","RSV","4","Austin/Montclare","2025","3,937.5","9.5952205668","1.6","Minimal","202518-4-RSV"
"202312","12","03/19/2023","03/25/2023","2022-2023","RSV","5","Chicago Lawn/Ashburn","2023","1,950","9.29003461136","1","Minimal","202312-5-RSV"
"202437","37","09/08/2024","09/14/2024","2023-2024","RSV","8","Little Village","2024","0",,"0","Minimal","202437-8-RSV"
"202220","20","05/15/2022","05/21/2022","2021-2022","Influenza B","4","Austin/Montclare","2022",,,"0","Minimal","202220-4-Influenza B"
"202516","16","04/13/2025","04/19/2025","2024-2025","Influenza A","11","125th St PS","2025","0",,"0","Minimal","202516-11-Influenza A"
"202338","38","09/17/2023","09/23/2023","2022-2023","SARS-CoV-2","11","125th St PS","2023","93,300","10.96988164375","4.8","Moderate","202338-11-SARS-CoV-2"
"202418","18","04/28/2024","05/04/2024","2023-2024","Influenza B","8","Little Village","2024","2,025","9.30642502755","1","Minimal","202418-8-Influenza B"
"202422","22","05/26/2024","06/01/2024","2023-2024","RSV","4","Austin/Montclare","2024","0",,"0","Minimal","202422-4-RSV"
"202427","27","06/30/2024","07/06/2024","2023-2024","Influenza A","4","Austin/Montclare","2024","0",,"0","Minimal","202427-4-Influenza A"
"202314","14","04/02/2023","04/08/2023","2022-2023","Influenza B","999","All sites","2023","1,978.125","9.2962537317","0","Minimal","202314-999-Influenza B"
"202525","25","06/15/2025","06/21/2025","2024-2025","Influenza A","11","125th St PS","2025","4,012.5","9.60341504541","1.7","Minimal","202525-11-Influenza A"
"202421","21","05/19/2024","05/25/2024","2023-2024","Influenza A","11","125th St PS","2024","0",,"0","Minimal","202421-11-Influenza A"
"202349","49","12/03/2023","12/09/2023","2023-2024","RSV","999","All sites","2023","121,066.071428571","11.08302244987","11.7","Very High","202349-999-RSV"
"202543","43","10/19/2025","10/25/2025","2025-2026","RSV","999","All sites","2025","0",,"0","Minimal","202543-999-RSV"
"202527","27","06/29/2025","07/05/2025","2024-2025","SARS-CoV-2","6","West Pullman/Roseland","2025","6,600","9.81954393554","0.9","Minimal","202527-6-SARS-CoV-2"
"202326","26","06/25/2023","07/01/2023","2022-2023","Influenza B","8","Little Village","2023","0",,"0","Minimal","202326-8-Influenza B"
"202427","27","06/30/2024","07/06/2024","2023-2024","RSV","999","All sites","2024","0",,"0","Minimal","202427-999-RSV"
"202408","8","02/18/2024","02/24/2024","2023-2024","Influenza B","10","Racine Ave PS","2024","36,300","10.55990662504","12.4","High","202408-10-Influenza B"
"202520","20","05/11/2025","05/17/2025","2024-2025","Influenza B","5","Chicago Lawn/Ashburn","2025","1,950","9.29003461136","1","Minimal","202520-5-Influenza B"
"202351","51","12/17/2023","12/23/2023","2023-2024","Influenza B","5","Chicago Lawn/Ashburn","2023","7,987.5","9.90241087117","1.8","Minimal","202351-5-Influenza B"
"202438","38","09/15/2024","09/21/2024","2023-2024","RSV","4","Austin/Montclare","2024","0",,"0","Minimal","202438-4-RSV"
"202343","43","10/22/2023","10/28/2023","2023-2024","Influenza A","4","Austin/Montclare","2023","5,962.5","9.77542839205","1.3","Minimal","202343-4-Influenza A"
"202445","45","11/03/2024","11/09/2024","2024-2025","RSV","5","Chicago Lawn/Ashburn","2024","0",,"0","Minimal","202445-5-RSV"
"202434","34","08/18/2024","08/24/2024","2023-2024","SARS-CoV-2","999","All sites","2024","237,048.214285714","11.37483668807","5.2","Moderate","202434-999-SARS-CoV-2"
"202415","15","04/07/2024","04/13/2024","2023-2024","RSV","9","North Branch PS","2024","8,812.5","9.94509913","3.1","Low","202415-9-RSV"
"202545","45","11/02/2025","11/08/2025","2025-2026","RSV","999","All sites","2025","0",,"0","Minimal","202545-999-RSV"
"202504","4","01/19/2025","01/25/2025","2024-2025","SARS-CoV-2","999","All sites","2025","601,216.071428571","11.77903058143","8.6","Very High","202504-999-SARS-CoV-2"
"202346","46","11/12/2023","11/18/2023","2023-2024","Influenza A","11","125th St PS","2023","5,325","9.72631961211","1.2","Minimal","202346-11-Influenza A"
"202228","28","07/10/2022","07/16/2022","2021-2022","Influenza A","5","Chicago Lawn/Ashburn","2022",,,"0","Minimal","202228-5-Influenza A"
"202427","27","06/30/2024","07/06/2024","2023-2024","SARS-CoV-2","999","All sites","2024","122,758.928571429","11.08905308929","3.3","Low","202427-999-SARS-CoV-2"
"202550","50","12/07/2025","12/13/2025","2025-2026","Influenza A","8","Little Village","2025","11,287.5","10.05259776332","2.1","Minimal","202550-8-Influenza A"
"202516","16","04/13/2025","04/19/2025","2024-2025","Influenza A","10","Racine Ave PS","2025","7,950","9.90036712866","1.6","Minimal","202516-10-Influenza A"
"202535","35","08/24/2025","08/30/2025","2024-2025","Influenza A","9","North Branch PS","2025","0",,"0","Minimal","202535-9-Influenza A"
"202537","37","09/07/2025","09/13/2025","2024-2025","Influenza B","6","West Pullman/Roseland","2025","0",,"0","Minimal","202537-6-Influenza B"
"202318","18","04/30/2023","05/06/2023","2022-2023","SARS-CoV-2","999","All sites","2023","453,981.25","11.65703791632","7.8","High","202318-999-SARS-CoV-2"
"202521","21","05/18/2025","05/24/2025","2024-2025","Influenza A","6","West Pullman/Roseland","2025","0",,"0","Minimal","202521-6-Influenza A"
"202448","48","11/24/2024","11/30/2024","2024-2025","Influenza B","11","125th St PS","2024","0",,"0","Minimal","202448-11-Influenza B"
"202229","29","07/17/2022","07/23/2022","2021-2022","RSV","999","All sites","2022",,,"0","Minimal","202229-999-RSV"
"202340","40","10/01/2023","10/07/2023","2023-2024","Influenza A","4","Austin/Montclare","2023","0",,"0","Minimal","202340-4-Influenza A"
"202512","12","03/16/2025","03/22/2025","2024-2025","RSV","999","All sites","2025","22,901.7857142857","10.35986934678","3.6","Low","202512-999-RSV"
"202552","52","12/21/2025","12/27/2025","2025-2026","RSV","6","West Pullman/Roseland","2025","11,325","10.05403821068","2.4","Minimal","202552-6-RSV"
"202238","38","09/18/2022","09/24/2022","2021-2022","Influenza A","4","Austin/Montclare","2022",,,"0","Minimal","202238-4-Influenza A"
"202446","46","11/10/2024","11/16/2024","2024-2025","RSV","10","Racine Ave PS","2024","8,100","9.90848501888","1.7","Minimal","202446-10-RSV"
"202514","14","03/30/2025","04/05/2025","2024-2025","RSV","11","125th St PS","2025","0",,"0","Minimal","202514-11-RSV"
"202313","13","03/26/2023","04/01/2023","2022-2023","RSV","6","West Pullman/Roseland","2023","3,937.5","9.5952205668","1.8","Minimal","202313-6-RSV"
"202449","49","12/01/2024","12/07/2024","2024-2025","Influenza A","6","West Pullman/Roseland","2024","0",,"0","Minimal","202449-6-Influenza A"
"202511","11","03/09/2025","03/15/2025","2024-2025","SARS-CoV-2","999","All sites","2025","581,957.142857143","11.76489100302","0","Minimal","202511-999-SARS-CoV-2"
"202514","14","03/30/2025","04/05/2025","2024-2025","SARS-CoV-2","10","Racine Ave PS","2025","111,675","11.04795596114","3.2","Low","202514-10-SARS-CoV-2"
"202513","13","03/23/2025","03/29/2025","2024-2025","RSV","10","Racine Ave PS","2025","5,925","9.77268835468","1.4","Minimal","202513-10-RSV"
"202451","51","12/15/2024","12/21/2024","2024-2025","Influenza A","6","West Pullman/Roseland","2024","0",,"0","Minimal","202451-6-Influenza A"
"202323","23","06/04/2023","06/10/2023","2022-2023","Influenza A","4","Austin/Montclare","2023","0",,"0","Minimal","202323-4-Influenza A"
"202439","39","09/22/2024","09/28/2024","2023-2024","Influenza B","10","Racine Ave PS","2024","0",,"0","Minimal","202439-10-Influenza B"
"202430","30","07/21/2024","07/27/2024","2023-2024","Influenza A","8","Little Village","2024","38,250","10.58263143949","5.5","Low","202430-8-Influenza A"
"202309","9","02/26/2023","03/04/2023","2022-2023","SARS-CoV-2","5","Chicago Lawn/Ashburn","2023","427,912.5","11.6313549731","7.7","High","202309-5-SARS-CoV-2"
"202543","43","10/19/2025","10/25/2025","2025-2026","Influenza A","10","Racine Ave PS","2025","0",,"0","Minimal","202543-10-Influenza A"
"202602","2","01/11/2026","01/17/2026","2025-2026","Influenza A","9","North Branch PS","2026","24,132.2916165073","10.38259856472","3.8","Low","202602-9-Influenza A"
"202532","32","08/03/2025","08/09/2025","2024-2025","SARS-CoV-2","4","Austin/Montclare","2025","59,475","10.77433445071","1.8","Minimal","202532-4-SARS-CoV-2"
"202305","5","01/29/2023","02/04/2023","2022-2023","RSV","4","Austin/Montclare","2023",,,"0","Minimal","202305-4-RSV"
"202603","3","01/18/2026","01/24/2026","2025-2026","SARS-CoV-2","6","West Pullman/Roseland","2026","177,164.84","11.24837753635","8","Very High","202603-6-SARS-CoV-2"
"202601","1","01/04/2026","01/10/2026","2025-2026","RSV","999","All sites","2026","21,293.8428879659","10.32825404539","3.5","Low","202601-999-RSV"
"202526","26","06/22/2025","06/28/2025","2024-2025","Influenza B","5","Chicago Lawn/Ashburn","2025","0",,"0","Minimal","202526-5-Influenza B"
"202333","33","08/13/2023","08/19/2023","2022-2023","RSV","6","West Pullman/Roseland","2023","4,012.5","9.60341504541","1","Minimal","202333-6-RSV"
"202525","25","06/15/2025","06/21/2025","2024-2025","RSV","4","Austin/Montclare","2025","0",,"0","Minimal","202525-4-RSV"
"202309","9","02/26/2023","03/04/2023","2022-2023","RSV","4","Austin/Montclare","2023",,,"0","Minimal","202309-4-RSV"
"202601","1","01/04/2026","01/10/2026","2025-2026","RSV","4","Austin/Montclare","2026","11,663.5046954908","10.06682906854","2.1","Minimal","202601-4-RSV"
"202322","22","05/28/2023","06/03/2023","2022-2023","SARS-CoV-2","5","Chicago Lawn/Ashburn","2023","67,650","10.83026780093","2.4","Low","202322-5-SARS-CoV-2"
"202331","31","07/30/2023","08/05/2023","2022-2023","SARS-CoV-2","999","All sites","2023","145,478.571428571","11.16279902772","3.6","Moderate","202331-999-SARS-CoV-2"
"202227","27","07/03/2022","07/09/2022","2021-2022","SARS-CoV-2","6","West Pullman/Roseland","2022","3,619,375","12.55863358228","53.9","Very High","202227-6-SARS-CoV-2"
"202324","24","06/11/2023","06/17/2023","2022-2023","Influenza A","6","West Pullman/Roseland","2023","3,975","9.59933713299","2.1","Minimal","202324-6-Influenza A"
"202439","39","09/22/2024","09/28/2024","2023-2024","RSV","4","Austin/Montclare","2024","0",,"0","Minimal","202439-4-RSV"
"202207","7","02/13/2022","02/19/2022","2021-2022","Influenza A","6","West Pullman/Roseland","2022",,,"0","Minimal","202207-6-Influenza A"
"202511","11","03/09/2025","03/15/2025","2024-2025","Influenza A","5","Chicago Lawn/Ashburn","2025","105,600","11.0236639182","10.5","Moderate","202511-5-Influenza A"
"202323","23","06/04/2023","06/10/2023","2022-2023","Influenza A","5","Chicago Lawn/Ashburn","2023","0",,"0","Minimal","202323-5-Influenza A"
"202330","30","07/23/2023","07/29/2023","2022-2023","Influenza A","5","Chicago Lawn/Ashburn","2023","2,100","9.32221929473","1","Minimal","202330-5-Influenza A"
"202542","42","10/12/2025","10/18/2025","2025-2026","Influenza A","4","Austin/Montclare","2025","0",,"0","Minimal","202542-4-Influenza A"
